user,completed,rating,status,pattern_id,average_rating,rating_count,attributes,categories
lynnielooloo,50,68,65,68,68,68,68,68
lynnjenkin,0,1,0,1,1,1,1,1
lynsusan,2,2,2,2,2,2,2,2
m4marya04,1,7,6,7,7,7,7,7
macandcheese,1,1,1,1,1,1,1,1
mackphx,1,1,1,1,1,1,1,1
madcrumpet,3,3,3,3,3,3,3,3
madeflynn,4,4,4,4,4,4,4,4
madhamster,75,96,96,96,96,87,96,96
maedb,2,2,2,2,2,2,2,2
maegs,12,16,16,16,16,16,16,16
maevetighe,0,4,4,4,4,4,4,4
magdamagda,2,2,2,2,2,2,2,2
majalamb,13,14,14,14,14,8,14,14
malaisie,1,2,2,2,2,2,2,2
malta001,1,1,1,1,1,1,1,1
mamadima,3,4,4,4,4,4,4,4
mamaelyan,546,568,568,568,568,560,568,568
mamaguru,13,14,14,14,14,14,14,14
mamasa23,1,1,1,1,1,1,1,1
mamasquirrel,4,5,5,5,5,5,5,5
mamay,10,19,19,19,19,18,19,19
mandagilli,32,66,66,66,66,65,66,66
mangoknit,0,1,1,1,1,1,1,1
maniaran,2,2,2,2,2,2,2,2
manillagirl,4,6,6,6,6,6,6,6
manoetlilou,7,13,13,13,13,13,13,13
mapperbee,28,35,35,35,35,34,35,35
maraknittybest,3,3,3,3,3,3,3,3
marcie,50,52,52,52,52,52,52,52
marcusaj,67,69,69,69,69,67,69,69
marettakate,15,16,16,16,16,15,16,16
margaretbenjamin,9,11,11,11,11,8,11,11
margaretmeloan,1,1,1,1,1,1,1,1
margaritabrighton,3,5,5,5,5,4,5,5
margiecom,1,2,2,2,2,2,2,2
mariarrosa,27,29,29,29,29,29,29,29
mariayawa,9,11,11,11,11,9,11,11
mariecisaksson,1,1,1,1,1,1,1,1
mariemalmi,1,1,1,1,1,1,1,1
mariepier9,1,1,1,1,1,1,1,1
mariesplanet,15,18,18,18,18,17,18,18
marietayron,0,1,1,1,1,1,1,1
mariewat,42,46,46,46,46,45,46,46
marinadawn,1,1,1,1,1,1,1,1
marionbearmaker,0,2,2,2,2,1,2,2
marionnolten,9,14,14,14,14,14,14,14
marionpc,20,26,26,26,26,23,26,26
marjonnie,3,4,4,4,4,4,4,4
marjsocks,187,190,190,190,190,181,190,190
marlenem,1,1,1,1,1,1,1,1
marleyv,4,4,4,4,4,4,4,4
marounita,2,5,4,5,5,4,5,5
martalex,9,31,31,31,31,31,31,31
marte-mor,52,54,54,54,54,52,54,54
marthe10,0,1,1,1,1,1,1,1
martymouse56,18,25,25,25,25,25,25,25
maryobh,5,6,6,6,6,5,6,6
maryquitecontrary,8,9,9,9,9,9,9,9
maryschw,116,126,126,126,126,125,126,126
marziasm,8,8,8,8,8,5,8,8
masbeck,34,49,49,49,49,48,49,49
maschenprobant,62,63,63,63,63,54,63,63
maude,5,9,9,9,9,8,9,9
maumau06,5,7,7,7,7,7,7,7
maureenmulvey,1,1,1,1,1,1,1,1
mavisangelica,2,2,2,2,2,2,2,2
maxsmarties,5,9,9,9,9,8,9,9
mayumi32083,4,4,4,4,4,4,4,4
mballdri,37,40,40,40,40,39,40,40
mbapril13,3,3,3,3,3,3,3,3
mbilke,1,1,1,1,1,1,1,1
mbtgr,2,3,3,3,3,2,3,3
mcbu,19,24,24,24,24,24,24,24
mcellinger,5,7,7,7,7,7,7,7
mcmandaa,1,1,1,1,1,1,1,1
mcmurch,3,3,3,3,3,3,3,3
mcsnuppa,8,10,10,10,10,10,10,10
mdagang,6,6,6,6,6,6,6,6
mdiener,8,11,11,11,11,11,11,11
meadowlarkknit,59,70,68,70,70,67,70,70
meadowontheledge,1,2,2,2,2,2,2,2
medel4,70,71,71,71,71,64,71,71
mediclover,1,1,1,1,1,1,1,1
meeann,16,16,16,16,16,16,16,16
meeshyd,3,9,9,9,9,9,9,9
meganny,8,11,11,11,11,11,11,11
meganp66,38,44,44,44,44,43,44,44
megenb,8,19,19,19,19,19,19,19
megmal,4,5,5,5,5,5,5,5
megneticred,4,4,4,4,4,4,4,4
megs81,3,3,3,3,3,3,3,3
mehlhope,13,17,17,17,17,17,17,17
meigsview,128,128,128,128,128,123,128,128
mekheieh,0,2,2,2,2,2,2,2
mekirkpatrick,3,3,3,3,3,2,3,3
melane1976,9,10,10,10,10,9,10,10
melanie007,1,1,1,1,1,1,1,1
melaniedara0404,10,12,12,12,12,12,12,12
melaniesage,90,114,114,114,114,111,114,114
melanthalea,19,24,24,24,24,24,24,24
melaschmidt,3,3,3,3,3,3,3,3
melbagirl,8,9,9,9,9,8,9,9
melelisun,0,1,1,1,1,1,1,1
melijade,2,8,8,8,8,8,8,8
melindaroo,11,12,12,12,12,12,12,12
melissa885,1,4,4,4,4,4,4,4
melissabarnes,1,2,2,2,2,2,2,2
melissajane2,1,1,1,1,1,1,1,1
melissarowney,2,3,3,3,3,3,3,3
melkay,8,14,14,14,14,14,14,14
mellowcello,12,13,13,13,13,13,13,13
mellowmarsha,1,1,1,1,1,1,1,1
melmakesstuff,69,69,69,69,69,67,69,69
melrawknits,63,74,74,74,74,74,74,74
memcdonald12,15,15,15,15,15,15,15,15
menelai,2,3,3,3,3,2,3,3
meowmixx8,8,9,9,9,9,9,9,9
mereditht,72,88,88,88,88,86,88,88
mergan,4,6,6,6,6,6,6,6
merieb,69,69,69,69,69,69,69,69
merit,23,30,30,30,30,29,30,30
merrrydeath,10,16,16,16,16,16,16,16
mes9802,2,2,2,2,2,2,2,2
mesudine,197,212,212,212,212,201,212,212
mezza007,1,1,1,1,1,1,1,1
mfeno,1,1,1,1,1,1,1,1
mferland,2,3,3,3,3,3,3,3
mgmco,28,35,35,35,35,35,35,35
mhenry,478,492,492,492,492,489,492,492
mhlmh,110,111,111,111,111,109,111,111
miamia71,8,11,11,11,11,10,11,11
miblas2000,16,17,17,17,17,17,17,17
michelle9812,3,5,5,5,5,5,5,5
michellecg,32,35,35,35,35,33,35,35
michellekrause,136,136,136,136,136,112,136,136
michellevega1973,11,13,13,13,13,13,13,13
michira,1,1,1,1,1,1,1,1
micki,24,30,30,30,30,30,30,30
mickikibler,0,3,3,3,3,3,3,3
midvalecottage,1,1,1,1,1,1,1,1
miiriel,7,7,7,7,7,7,7,7
mim,246,255,255,255,255,249,255,255
mimiforand,4,6,6,6,6,6,6,6
mimiknit81,1,1,1,1,1,1,1,1
mimzyoborogroves,10,17,17,17,17,17,17,17
mina83,12,13,13,13,13,12,13,13
mindikins,1,2,2,2,2,2,2,2
minisoup,32,53,52,53,53,51,53,53
mint-julep,19,24,24,24,24,24,24,24
mintakastar,1,1,1,1,1,1,1,1
mirelaa,5,8,8,8,8,8,8,8
miriamwoolsey,1,3,3,3,3,3,3,3
misarill,45,58,58,58,58,58,58,58
mishamoo,0,3,2,3,3,3,3,3
miss-tweedy,57,57,57,57,57,56,57,57
missflipflop,0,3,3,3,3,3,3,3
missjudge,2,5,5,5,5,5,5,5
missleisure,0,2,2,2,2,2,2,2
missmoonbeam,37,43,43,43,43,42,43,43
missolivecrona,1,1,1,1,1,1,1,1
misspatb,2,2,2,2,2,2,2,2
missplaced,32,33,33,33,33,31,33,33
missykayschmidt,5,6,6,6,6,6,6,6
mjfknits,47,50,50,50,50,48,50,50
mjonas,30,31,31,31,31,26,31,31
mjrunnr,1,14,14,14,14,14,14,14
mknight11,0,2,2,2,2,2,2,2
mlambrick,0,1,1,1,1,1,1,1
mlaschneider,28,28,28,28,28,27,28,28
mledo,0,2,2,2,2,2,2,2
mlejteferaidire,69,74,74,74,74,53,74,74
mlgreenley,4,4,4,4,4,4,4,4
mljfaulkner,0,1,1,1,1,1,1,1
mlombardo,3,3,3,3,3,3,3,3
mm81,1,1,1,1,1,1,1,1
mmamma,73,110,110,110,110,103,110,110
mmhouse,70,83,82,83,83,82,83,83
mmills,1,1,1,1,1,1,1,1
mmmason12,31,32,32,32,32,31,32,32
mmmlarson,2,3,2,3,3,3,3,3
mmoate,1,1,1,1,1,1,1,1
moarcaffeine,11,18,18,18,18,17,18,18
moarre,1,1,1,1,1,1,1,1
mobandy644,2,2,2,2,2,2,2,2
mochiknitspiano,34,35,35,35,35,34,35,35
mohrstudio,0,3,3,3,3,3,3,3
mokiesmum,7,8,8,8,8,8,8,8
molley2008,7,12,12,12,12,12,12,12
mollysidking,1,2,2,2,2,2,2,2
mommacita8246,99,133,133,133,133,132,133,133
mommymular,1,1,1,1,1,1,1,1
mommystimeout,46,49,49,49,49,48,49,49
monahan,37,42,42,42,42,38,42,42
mondmieze,0,1,1,1,1,1,1,1
mondschlange,95,96,96,96,96,93,96,96
monkeemaven,10,10,10,10,10,9,10,10
moonablaze,3,5,5,5,5,4,5,5
morgankyoung,26,31,31,31,31,30,31,31
morninglight8,1,1,1,1,1,1,1,1
mosakoski,16,18,18,18,18,16,18,18
moseleywool,56,64,64,64,64,63,64,64
mosylu,60,64,64,64,64,61,64,64
mouldycandy,1,1,1,1,1,1,1,1
mouse452,5,8,8,8,8,8,8,8
mrscoupar,53,57,57,57,57,54,57,57
mrslobelia,2,9,9,9,9,5,9,9
mrspea,0,2,1,2,2,2,2,2
mrsritchey,47,63,63,63,63,59,63,63
msabel49,0,11,11,11,11,8,11,11
msallycat,3,3,3,3,3,3,3,3
msbeader,12,13,13,13,13,13,13,13
msdalloway,1,3,3,3,3,3,3,3
msdgaspar,4,5,5,5,5,5,5,5
msdri2u,2,2,2,2,2,1,2,2
mshedgehog,0,1,1,1,1,1,1,1
msimms,2,3,3,3,3,3,3,3
msjodi777,62,74,74,74,74,64,74,74
msknitzy,4,4,4,4,4,4,4,4
mslongenecker,3,4,4,4,4,4,4,4
msmaryqcontrary,5,6,6,6,6,5,6,6
mswierstra,11,13,13,13,13,11,13,13
mulliknits,1,2,2,2,2,2,2,2
mummerz,58,63,63,63,63,63,63,63
mumsky,42,43,43,43,43,42,43,43
musicalewok,128,145,145,145,145,139,145,145
musicfish,1,1,1,1,1,1,1,1
musike,30,31,31,31,31,31,31,31
musikmakr7,1,2,2,2,2,2,2,2
mustkiizu,0,1,1,1,1,0,1,1
mvasquezgrinnell,12,14,14,14,14,14,14,14
mws012,0,1,1,1,1,0,1,1
mxllymac,3,4,4,4,4,3,4,4
myfalkner,13,20,20,20,20,18,20,20
myladystitches,46,54,54,54,54,51,54,54
mylaluu,12,16,16,16,16,16,16,16
mymomisthecoolest,2,2,2,2,2,2,2,2
myunghee71,0,2,2,2,2,2,2,2
n7lqk1,3,7,7,7,7,7,7,7
nadjamia,13,19,19,19,19,19,19,19
naehstrickgarten,7,27,27,27,27,26,27,27
nalinik,16,19,19,19,19,19,19,19
nami210,0,8,8,8,8,5,8,8
nanawoolf,6,8,8,8,8,7,8,8
nancys27,106,106,106,106,106,104,106,106
nannyknowhow,1,1,1,1,1,1,1,1
naolhug,11,22,22,22,22,22,22,22
narmand,16,62,62,62,62,61,62,62
natashazong,6,7,7,7,7,7,7,7
natureknitty,78,98,98,98,98,96,98,98
naweofani,58,84,84,84,84,84,84,84
ncmiller,0,1,0,1,1,1,1,1
needknittinghelp,2,2,2,2,2,2,2,2
needles52,0,1,1,1,1,1,1,1
needsmorecaffeine,0,2,2,2,2,2,2,2
neejess,8,10,10,10,10,9,10,10
neenerbeener,5,5,5,5,5,5,5,5
nellie01,1,1,1,1,1,1,1,1
nemotinek,82,83,83,83,83,74,83,83
nerdymade,30,30,30,30,30,30,30,30
newknit59,0,2,2,2,2,2,2,2
newstudia,8,8,8,8,8,0,8,8
newt1,1,1,1,1,1,1,1,1
newtonator,1,3,3,3,3,3,3,3
ngl,51,67,67,67,67,64,67,67
nic-f-b,58,60,60,60,60,43,60,60
niceshoes,4,5,5,5,5,5,5,5
nicewitch,2,9,9,9,9,9,9,9
nicholette,11,11,11,11,11,11,11,11
nickitett,1,2,2,2,2,2,2,2
nicolehersh,4,8,8,8,8,8,8,8
nics-knits,6,7,7,7,7,7,7,7
nienhulm07,4,4,4,4,4,4,4,4
nightowlgeek,3,3,3,3,3,3,3,3
nigunak,1,1,1,1,1,1,1,1
nillakitty,26,26,26,26,26,26,26,26
ninastickar,1,4,4,4,4,4,4,4
ninatonon,5,6,6,6,6,6,6,6
nitnnsitn,1,1,1,1,1,1,1,1
nittinkittin,3,4,4,4,4,4,4,4
nittnjammies,2,3,3,3,3,3,3,3
nivine,89,94,94,94,94,84,94,94
nixshix,1,1,1,1,1,1,1,1
nkmacrae,0,1,1,1,1,1,1,1
nmarkelz,1,1,1,1,1,1,1,1
nmlipinski,1,1,1,1,1,1,1,1
nohesitation,0,1,1,1,1,1,1,1
noisybee,1,1,1,1,1,1,1,1
nomadnat,1,5,5,5,5,4,5,5
nomies,2,3,3,3,3,2,3,3
nonaka,5,5,5,5,5,5,5,5
noramo,2,2,2,2,2,2,2,2
noseforknitting,5,7,7,7,7,6,7,7
nosnah5,9,13,13,13,13,13,13,13
notanodalisque,0,1,1,1,1,1,1,1
nothingelsefits,0,1,1,1,1,1,1,1
nothingremains,8,8,8,8,8,8,8,8
nothingtrue,6,6,6,6,6,5,6,6
notholaena,11,11,11,11,11,11,11,11
notsupergirl,22,28,28,28,28,28,28,28
novustella,1,1,1,1,1,1,1,1
nspaulding,1,1,1,1,1,1,1,1
nsupanda,16,19,19,19,19,19,19,19
nubs522,0,1,1,1,1,1,1,1
nuin,1,1,1,1,1,1,1,1
nurselisa13,241,297,297,297,297,282,297,297
nuttrageous,47,59,59,59,59,59,59,59
nwadams9,4,6,6,6,6,5,6,6
nycdashe,5,10,9,10,10,10,10,10
ocdknitter4sure,18,22,22,22,22,20,22,22
ohmsi,11,11,11,11,11,11,11,11
ohmyknitt,2,2,2,2,2,2,2,2
ohthatrachel,34,48,48,48,48,48,48,48
okco,2,3,3,3,3,3,3,3
okkoocs,28,31,31,31,31,31,31,31
olga11,2,4,4,4,4,4,4,4
olympusflower,2,3,3,3,3,3,3,3
onecraftyginger,8,9,9,9,9,8,9,9
oneplusone,1,1,1,1,1,1,1,1
onewildcrow,68,70,70,70,70,69,70,70
onia72,53,61,61,61,61,60,61,61
oolawoola,0,30,29,30,30,30,30,30
oopsudroppedthis,51,56,56,56,56,56,56,56
orchidfrequency,43,77,77,77,77,73,77,77
ordwaygirls,1,1,1,1,1,1,1,1
ortho,2,2,2,2,2,2,2,2
outilona,54,65,65,65,65,65,65,65
outlawferret,33,49,49,49,49,49,49,49
owls74,2,2,2,2,2,2,2,2
oz8118,6,7,7,7,7,6,7,7
ozscary,1,1,1,1,1,1,1,1
pacastagna,13,15,15,15,15,13,15,15
pagaillou,1,1,1,1,1,1,1,1
paintingtrains,1,1,1,1,1,1,1,1
palimpsestress,10,11,11,11,11,11,11,11
pallavipeela,0,1,1,1,1,1,1,1
pamr,1,1,1,1,1,1,1,1
panderson359,1,1,1,1,1,1,1,1
pandop,51,79,79,79,79,77,79,79
pantouf,78,82,82,82,82,77,82,82
parisiem,17,29,29,29,29,27,29,29
parkwaysmom,1,1,1,1,1,1,1,1
partoutalix,18,24,23,24,24,21,24,24
pasinina,29,37,35,37,37,37,37,37
patchworkgandalf,7,19,19,19,19,17,19,19
patdeverre,1,1,1,1,1,1,1,1
patent1,1,4,4,4,4,4,4,4
paterjt,10,10,10,10,10,9,10,10
patrycjaf,2,4,4,4,4,4,4,4
pawsandpurls,4,6,6,6,6,5,6,6
paxelda,1,1,1,1,1,1,1,1
pbnjenny,3,3,3,3,3,3,3,3
pbuck,2,2,2,2,2,2,2,2
pcrocker,50,57,57,57,57,57,57,57
peachykeene,6,8,8,8,8,7,8,8
peano,1,1,1,1,1,1,1,1
peedeexer,16,23,23,23,23,22,23,23
peekingpenny,7,15,15,15,15,15,15,15
pegbord,4,7,7,7,7,7,7,7
peggysgauger,2,4,4,4,4,4,4,4
peglegrachel,1,4,4,4,4,4,4,4
peithecelt,1,2,2,2,2,2,2,2
penelope82,1,1,1,1,1,1,1,1
penelopeparker,2,4,4,4,4,4,4,4
pennacoda,38,38,38,38,38,37,38,38
peoniesandlilacs,9,14,14,14,14,13,14,14
peonyk,8,9,9,9,9,8,9,9
perfectpurls310,4,4,4,4,4,4,4,4
pergola,127,128,128,128,128,127,128,128
periscopeknits,11,18,18,18,18,18,18,18
perletwo,17,18,18,18,18,16,18,18
petalknits,153,419,416,419,419,216,419,419
pgalan,1,3,3,3,3,3,3,3
pheldda,7,8,8,8,8,8,8,8
philopine,19,20,20,20,20,20,20,20
philpottkjw,84,118,118,118,118,117,118,118
phoebegrassby,0,4,4,4,4,4,4,4
phoneyphoenix,2,4,4,4,4,4,4,4
piatos,1,2,2,2,2,2,2,2
pigwidgeon12,1,1,1,1,1,1,1,1
pillran,47,67,67,67,67,58,67,67
pinkprince,0,15,15,15,15,13,15,15
pinksheep50,98,112,112,112,112,103,112,112
pinksnaildesign,2,5,5,5,5,5,5,5
piranha54,5,11,11,11,11,11,11,11
pistol382,8,8,8,8,8,8,8,8
pixelle,1,1,1,1,1,1,1,1
plamiM,3,3,3,3,3,1,3,3
plinko,141,155,155,155,155,150,155,155
pmiranda06,0,1,1,1,1,1,1,1
pnjaban,197,211,211,211,211,207,211,211
pokiepat,1,1,1,1,1,1,1,1
polkahontas,0,1,1,1,1,1,1,1
polyhex,7,14,14,14,14,14,14,14
polyhymnia,2,2,2,2,2,2,2,2
pompomrouge,46,54,54,54,54,54,54,54
ponza,1,3,3,3,3,3,3,3
poofsizzle,5,7,7,7,7,7,7,7
popillon,30,32,32,32,32,32,32,32
porterknits,2,2,2,2,2,2,2,2
poseymom,78,78,78,78,78,62,78,78
poshayy,2,2,2,2,2,2,2,2
pp308,21,26,26,26,26,26,26,26
prairiecherries,10,11,11,11,11,10,11,11
preciousowl,17,17,17,17,17,13,17,17
prgchrqltma,61,63,63,63,63,63,63,63
priyankanath,1,1,1,1,1,1,1,1
proofofnatalie,30,34,34,34,34,33,34,34
protonsandpurls,35,39,39,39,39,39,39,39
pseudomatic,2,4,4,4,4,4,4,4
puddleshat,1,7,7,7,7,7,7,7
puffinclaire,4,5,5,5,5,5,5,5
punkmom1,3,7,7,7,7,6,7,7
punksiotie,2,3,3,3,3,3,3,3
purlesque,19,30,30,30,30,30,30,30
purlewe,240,244,244,244,244,237,244,244
purlydoc,73,79,79,79,79,78,79,79
purlygrrrly,2,4,3,4,4,4,4,4
purlyshells,1,1,1,1,1,1,1,1
purplejem,1,1,1,1,1,1,1,1
purplemagnolia,2,2,2,2,2,2,2,2
purplepenguin23,0,1,1,1,1,1,1,1
purplerozes,38,46,46,46,46,44,46,46
puukuningatar,1,1,1,1,1,0,1,1
puzzled,4,4,4,4,4,4,4,4
puzzlelover,15,24,24,24,24,17,24,24
pygmypuff,4,9,9,9,9,9,9,9
pyott,4,5,5,5,5,5,5,5
pyropagan,39,42,42,42,42,40,42,42
qaidam,1,1,1,1,1,1,1,1
qnrknea,2,2,2,2,2,2,2,2
queen2244,1,1,1,1,1,1,1,1
queerswordmaster,4,4,4,4,4,4,4,4
quiltercaroline,230,232,232,232,232,227,232,232
quiltingearthmama,2,3,3,3,3,3,3,3
quimbyc,3,4,4,4,4,4,4,4
quinn13th,1,2,2,2,2,2,2,2
quirkygranolagirl,80,83,83,83,83,76,83,83
quotidiennefaery,2,2,2,2,2,2,2,2
rabahmasood,1,5,5,5,5,5,5,5
rachejen,13,15,15,15,15,15,15,15
rachela71,2,2,2,2,2,1,2,2
racheldg8480,4,4,4,4,4,4,4,4
rachelmsmith,1,3,3,3,3,3,3,3
rachelwarren54,1,2,2,2,2,2,2,2
rachieann,3,9,9,9,9,9,9,9
rachiekin,6,6,6,6,6,6,6,6
rachry,2,3,3,3,3,3,3,3
radish8,15,18,18,18,18,18,18,18
raeninjapants,1,2,2,2,2,2,2,2
raf523,0,1,1,1,1,1,1,1
ragnhr,0,1,0,1,1,1,1,1
rahel,0,5,5,5,5,5,5,5
rainbowpants,1,1,1,1,1,1,1,1
rainforest,0,1,1,1,1,1,1,1
raizelry,2,5,5,5,5,5,5,5
randims,1,1,1,1,1,1,1,1
rapunzelina,63,73,72,73,73,72,73,73
ras4jeep,4,4,4,4,4,4,4,4
rascalini,3,10,10,10,10,10,10,10
ratmarie,1,2,2,2,2,2,2,2
rauke,23,27,27,27,27,27,27,27
ravelryalpaca,0,1,1,1,1,1,1,1
raven61348,1,1,1,1,1,1,1,1
ravenoflight,5,8,8,8,8,8,8,8
rayeshaw58,1,1,1,1,1,1,1,1
razilme,1,1,1,1,1,1,1,1
rbowman2,1,1,1,1,1,1,1,1
rebecca-j-wood,98,115,115,115,115,104,115,115
rebeccagallop,21,37,37,37,37,25,37,37
rebeccajo,2,2,2,2,2,1,2,2
rebeccari,1,2,2,2,2,2,2,2
rebekats,0,1,1,1,1,1,1,1
recycler3,7,7,7,7,7,7,7,7
redam,148,148,148,148,148,138,148,148
redbean,14,18,18,18,18,18,18,18
redlizzie07,10,10,10,10,10,10,10,10
rednecklover,0,1,0,1,1,1,1,1
redpanties,39,45,45,45,45,44,45,45
redrocket,25,35,35,35,35,34,35,35
redtexas,1,1,1,1,1,1,1,1
redwren,0,2,2,2,2,2,2,2
reeselightnin,49,54,54,54,54,52,54,54
regenbogaen,0,2,2,2,2,2,2,2
regimit,4,4,4,4,4,3,4,4
reginaphilangy,40,55,55,55,55,50,55,55
reginarogers99,1,1,1,1,1,1,1,1
reiki,33,38,37,38,38,22,38,38
relocatednyc,1,1,1,1,1,1,1,1
remily,527,532,532,532,532,472,532,532
renny,59,70,70,70,70,66,70,70
replummer,5,5,5,5,5,5,5,5
rgagner,0,1,1,1,1,1,1,1
rhilzinger,1,1,1,1,1,1,1,1
rhinoceros2,0,18,18,18,18,17,18,18
rhythmstiks,142,156,155,156,156,150,156,156
riepukatti,0,1,1,1,1,1,1,1
riina-lin,19,24,24,24,24,23,24,24
ripknitpurl,11,11,11,11,11,10,11,11
risirisi,40,52,52,52,52,51,52,52
rldocu,24,39,39,39,39,35,39,39
rmacton,8,8,8,8,8,8,8,8
rmvecc,85,87,87,87,87,85,87,87
roachracer,4,6,5,6,6,6,6,6
robbievg,0,3,3,3,3,3,3,3
robdob,141,164,164,164,164,158,164,164
robmarway,0,1,1,1,1,1,1,1
robynsnest,20,26,26,26,26,23,26,26
rockethips,1,1,1,1,1,1,1,1
rocksolidstitches,60,61,61,61,61,57,61,61
rodijet,3,4,4,4,4,4,4,4
roesle,4,4,4,4,4,4,4,4
rogue017,2,2,2,2,2,2,2,2
rollella,6,8,8,8,8,8,8,8
rom030,3,4,4,4,4,4,4,4
romashkoo,20,22,22,22,22,21,22,22
romeknits,25,25,25,25,25,25,25,25
romeypw,3,4,4,4,4,4,4,4
ronisher,11,14,14,14,14,12,14,14
ros92,1,1,1,1,1,1,1,1
rosealare,54,60,60,60,60,54,60,60
rosebudds,1,1,1,1,1,1,1,1
roseewoodland,70,83,83,83,83,68,83,83
rosendale,1,1,1,1,1,1,1,1
rosiekitty,36,43,43,43,43,43,43,43
rothkosmom,5,13,13,13,13,13,13,13
rowednrode,4,4,4,4,4,4,4,4
rowenfontenot,7,10,10,10,10,10,10,10
rozzibaby,0,2,2,2,2,2,2,2
rozzling,25,25,25,25,25,25,25,25
rpayanwong,3,4,3,4,4,4,4,4
rskmom,26,33,33,33,33,31,33,33
rsn816,4,5,5,5,5,4,5,5
ruadh16,2,3,3,3,3,3,3,3
rubanribambelle,27,28,28,28,28,25,28,28
ruckera,0,1,1,1,1,1,1,1
rukaya,16,27,27,27,27,27,27,27
runder01,22,25,25,25,25,25,25,25
runjerseygirl,1,1,1,1,1,1,1,1
russellk16,4,4,4,4,4,3,4,4
ruthjschultz,4,4,4,4,4,4,4,4
ruthlessly,8,10,10,10,10,8,10,10
rutiv,1,2,2,2,2,2,2,2
rvolak,0,1,1,1,1,1,1,1
rwalsh2233,0,1,1,1,1,1,1,1
rwerwai,5,5,5,5,5,1,5,5
ryochiko,4,4,4,4,4,4,4,4
sMurphoo4,7,9,9,9,9,9,9,9
sabaghiaasi,17,25,25,25,25,20,25,25
sachi61,1,1,1,1,1,0,1,1
sadkins65,1,1,1,1,1,1,1,1
sagemama,2,6,6,6,6,6,6,6
sahmofthree,1,1,1,1,1,1,1,1
sakralabo,27,28,28,28,28,24,28,28
sallybythesea,8,10,10,10,10,10,10,10
sames4,7,8,8,8,8,8,8,8
sammiestitches,6,6,6,6,6,6,6,6
sammyknit,10,16,16,16,16,15,16,16
sammysunwolf,1,1,1,1,1,0,1,1
samsamaca,0,1,1,1,1,1,1,1
sandirn,0,2,2,2,2,2,2,2
sandragroll,16,29,28,29,29,25,29,29
sandrajames,43,50,50,50,50,50,50,50
sandyjaworski,5,5,5,5,5,5,5,5
sanette11,0,1,1,1,1,1,1,1
sannidhi,10,10,10,10,10,10,10,10
santel,36,39,39,39,39,39,39,39
santosknits,31,35,35,35,35,34,35,35
sapi,39,47,47,47,47,46,47,47
sapu,9,11,11,11,11,11,11,11
sarahatthesea,1,4,4,4,4,4,4,4
sarahholst,0,1,1,1,1,1,1,1
sarahlizp,6,8,8,8,8,8,8,8
saraholdenburg,14,16,16,16,16,16,16,16
sarahvhatcher,5,6,6,6,6,6,6,6
sarahwynnes,3,4,4,4,4,4,4,4
saralu,226,226,226,226,226,217,226,226
sarasoad94,4,5,5,5,5,5,5,5
sareycarey,4,12,12,12,12,9,12,12
sarla,39,47,47,47,47,42,47,47
sarrazinlaurence,5,5,5,5,5,5,5,5
sassirausch,31,35,35,35,35,33,35,35
satytiti,1,1,1,1,1,1,1,1
saukkoheidi,1,1,1,1,1,1,1,1
savnight,0,1,1,1,1,1,1,1
sawsong,1,1,1,1,1,1,1,1
sbernaudin,11,13,13,13,13,11,13,13
sbknits,0,1,1,1,1,1,1,1
schickeschachtel,20,25,25,25,25,25,25,25
schotthofknitting,88,94,94,94,94,76,94,94
schubere,8,8,8,8,8,8,8,8
schussy,10,13,13,13,13,13,13,13
schwinn,2,3,3,3,3,3,3,3
sciteacher,25,26,26,26,26,26,26,26
sclark1,1,1,1,1,1,1,1,1
scrapaboom,63,63,63,63,63,57,63,63
scubakid,18,24,24,24,24,19,24,24
scythe20,0,1,1,1,1,1,1,1
sdebay66,2,3,3,3,3,3,3,3
sdiana3,12,14,14,14,14,14,14,14
se7enmad,1,3,3,3,3,3,3,3
seeanah,8,11,11,11,11,11,11,11
seesaw,39,50,50,50,50,50,50,50
segebhart,2,2,2,2,2,2,2,2
sehellys,123,129,129,129,129,123,129,129
seljatar,55,55,55,55,55,54,55,55
semackenzie,6,8,8,8,8,6,8,8
semisweetgyrl,17,19,19,19,19,19,19,19
seoulista,2,2,2,2,2,2,2,2
sfoster95,1,1,1,1,1,1,1,1
shakette,2,3,3,3,3,3,3,3
shakeydriver,6,10,10,10,10,9,10,10
shamrick1960,1,3,3,3,3,3,3,3
shaneyofcourse,2,2,2,2,2,2,2,2
shannonleecaron,2,4,4,4,4,4,4,4
shantha4,53,69,69,69,69,68,69,69
shari728,16,18,18,18,18,18,18,18
sharpiescanfly,1,1,1,1,1,1,1,1
sheba78,1,2,2,2,2,2,2,2
sheepbee,1,2,2,2,2,2,2,2
sheepishmama,1,2,2,2,2,2,2,2
sheepofdreams,55,69,69,69,69,69,69,69
sheepying,3,5,4,5,5,5,5,5
shellydubois,13,19,19,19,19,19,19,19
shembaby,1,5,5,5,5,5,5,5
sherbear1985,18,66,39,66,66,57,66,66
sherriln,2,12,12,12,12,11,12,12
sherrybird50,1,3,3,3,3,3,3,3
sherrzi,40,40,40,40,40,38,40,40
shirley-bird,1,1,1,1,1,1,1,1
shoaz,1,1,1,1,1,1,1,1
shojofreshman,7,7,7,7,7,6,7,7
shrinker,0,1,1,1,1,1,1,1
shunkler,2,2,2,2,2,2,2,2
shywild,0,1,0,1,1,1,1,1
sianalice24,10,12,12,12,12,10,12,12
